,EP_UNEMP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_NOVEH,EP_NOINT,RPL_THEME3,treatment,outcome,embed_idx
1818,1.2,24.2,16.7,14.7,4.4,1.5,37.9,0.0,0.5,3.0,0.2967,7.2,-16.472556458424044,1941
1819,2.8,0.9,36.5,10.6,35.9,19.0,93.0,61.2,15.7,20.5,0.8648,17.5,53.55067076132411,1942
1820,9.6,12.7,17.4,8.1,18.3,5.2,83.8,14.7,3.5,15.9,0.749,20.9,24.503644830094725,1943
1821,4.2,16.1,13.9,6.3,6.5,1.2,30.2,43.7,6.7,7.8,0.2085,12.1,16.796432844926386,1944
1822,22.8,10.2,1.1,10.3,0.9,1.9,39.4,69.3,11.6,43.3,0.3156,18.3,54.94697121450499,1945
1823,3.3,19.9,26.6,15.3,8.9,1.0,17.3,2.4,3.0,20.5,0.0775,17.2,23.612424381634987,1946
1824,1.2,13.2,26.8,14.2,14.6,0.5,45.3,30.0,8.9,8.1,0.3816,4.0,12.331499626490771,1947
1825,14.5,5.1,29.1,22.5,14.7,16.1,79.1,7.7,4.3,21.1,0.704,26.3,29.76548128257491,1948
1826,4.7,12.9,30.4,9.4,8.0,7.2,46.9,12.2,1.2,31.4,0.3959,26.8,35.51235995616158,1949
1827,17.5,9.5,19.9,16.1,22.4,0.0,90.7,43.6,41.9,12.0,0.8297,6.5,51.46295353082712,1950
1828,5.7,12.6,31.0,13.9,13.8,13.5,94.6,4.4,14.6,39.3,0.8876,37.8,48.56953660071702,1951
1829,4.9,5.6,8.9,8.9,1.9,2.3,55.9,26.7,2.1,17.9,0.4895,19.7,29.11291893714614,1952
1830,3.1,6.8,18.7,2.8,6.2,2.0,57.2,32.0,0.0,1.9,0.5015,5.2,6.152500981274846,1953
1831,1.4,5.4,27.1,6.5,13.3,13.3,69.9,3.6,0.6,13.9,0.6183,17.2,27.37147493342472,1954
1832,20.1,13.3,15.4,19.6,5.5,3.2,93.6,42.6,24.4,25.6,0.8737,12.3,43.877814486027795,1955
1833,12.2,11.4,29.3,17.6,16.1,2.3,61.8,5.5,12.7,16.7,0.5438,18.0,43.38763274480642,1956
1834,0.3,22.7,23.9,18.0,5.3,11.8,73.8,12.8,7.8,36.2,0.6538,26.7,39.73065070884376,1957
1835,3.8,21.9,25.7,17.7,17.3,5.4,46.4,2.0,2.3,11.1,0.3909,12.0,33.08631618648781,1958
1836,5.4,6.2,28.3,9.7,10.1,7.5,74.0,0.9,1.7,3.6,0.6551,19.4,18.858607924028195,1959
1837,3.2,4.8,38.5,7.9,11.8,8.0,92.2,0.0,0.0,11.4,0.8522,17.4,31.688340758041768,1960
1838,24.2,13.5,19.0,18.1,9.6,0.7,99.5,17.4,26.9,26.1,0.9825,13.5,49.660216589398225,1961
1839,6.1,9.9,38.7,11.7,1.5,6.7,60.6,0.0,4.2,12.5,0.5321,28.6,28.0987770092927,1962
1840,6.2,13.6,32.7,9.0,8.9,2.3,40.9,0.6,0.0,19.1,0.334,17.6,29.947303074984795,1963
1841,0.9,19.7,14.8,17.7,5.4,12.9,19.1,0.0,6.8,6.0,0.0962,23.7,22.823628640892796,1964
1842,8.1,3.8,36.8,6.0,5.7,6.0,65.7,0.0,2.0,1.6,0.5828,18.4,19.604489263330446,1965
1843,1.9,20.4,21.5,23.9,12.2,11.6,88.3,31.4,16.7,25.1,0.8014,21.6,37.54727223156414,1966
1844,5.4,8.5,27.5,10.4,8.0,6.7,46.4,0.0,1.4,2.8,0.3909,18.3,14.219362814795126,1968
1845,6.9,10.2,32.4,11.9,14.8,6.9,75.4,5.8,8.1,7.6,0.669,23.3,26.59263658558357,1969
1846,3.4,10.5,29.0,8.6,15.8,6.3,71.9,31.2,12.2,17.7,0.6376,18.3,46.03115731639508,1970
1847,1.3,29.8,18.1,15.0,3.6,0.0,9.0,0.0,7.9,23.2,0.02,10.6,15.471942757648286,1971
1848,2.1,20.1,26.1,4.4,1.0,0.0,23.4,0.7,0.6,0.4,0.1374,1.4,13.470379060926929,1972
1849,5.7,12.6,37.6,11.6,13.0,20.7,95.0,3.6,7.8,55.2,0.8946,45.5,48.944584844968915,1973
1850,3.6,17.6,19.0,19.0,7.5,5.0,81.5,18.1,6.9,15.0,0.7268,9.3,30.506510687478094,1974
1851,17.3,15.9,26.9,17.3,13.9,26.8,100.0,0.0,8.0,6.2,0.9892,38.2,39.65072375802984,1975
1852,0.5,8.3,40.7,10.3,8.6,13.1,75.2,0.7,4.1,28.4,0.6676,26.8,38.478713194058905,1976
1853,6.5,13.3,23.3,19.0,5.4,6.1,93.1,0.7,0.5,18.8,0.8665,24.3,28.004885638219957,1977
1854,5.2,4.7,21.0,2.3,2.7,6.2,64.4,80.2,3.9,3.7,0.5694,10.5,16.452723782476188,1978
1855,2.9,8.9,23.3,10.2,17.6,4.6,48.6,6.7,1.3,1.1,0.4136,8.2,17.756725494063755,1979
1856,0.0,14.1,29.8,7.7,16.9,19.8,100.0,8.7,2.0,30.0,0.9892,38.8,42.894297057466375,1980
1857,8.9,8.2,25.7,9.2,14.0,10.2,96.9,1.1,4.1,13.4,0.9284,12.9,23.482743640535304,1981
1858,2.3,22.4,24.3,17.7,4.6,2.3,37.6,3.0,2.8,12.7,0.2925,10.1,26.2655004975755,1982
1859,6.1,18.5,19.3,14.7,7.6,0.4,30.5,1.3,16.2,43.7,0.2107,12.9,22.654200774954266,1983
1860,3.1,25.3,18.5,19.2,10.6,5.1,34.3,0.2,0.8,18.6,0.2541,18.6,27.43850095796372,1984
1861,11.3,8.5,42.2,6.8,5.0,13.4,84.2,5.4,0.0,11.3,0.755,38.4,37.90196200630475,1985
1862,19.7,7.3,39.9,8.0,15.7,9.8,95.5,55.4,9.8,15.9,0.9016,38.1,47.17971223785554,1986
1863,12.2,8.3,24.7,15.0,16.6,5.6,98.3,30.7,17.1,33.1,0.9572,25.0,61.71932673244829,1987
1864,7.1,22.7,25.7,21.1,10.3,5.9,73.3,0.0,4.4,17.5,0.6488,17.6,23.370020140872494,1988
1865,6.0,28.8,18.9,25.4,2.2,0.1,11.0,2.6,6.0,17.9,0.0298,22.8,18.753677767049187,1989
1866,3.7,17.8,29.9,9.9,6.0,0.0,24.9,1.0,3.2,12.5,0.1546,1.2,21.024093062414487,1990
1867,1.3,19.8,32.8,19.6,10.8,11.4,86.6,10.4,9.1,37.7,0.7799,36.7,63.99847100670382,1991
1868,4.4,11.9,16.4,5.7,3.5,24.4,64.6,50.8,3.8,14.3,0.572,19.6,24.139112171374457,1992
1869,10.7,10.2,29.2,6.3,8.6,4.9,62.0,0.0,0.9,2.0,0.5457,10.4,3.3858836995090087,1993
1870,6.8,10.2,29.7,10.9,15.6,2.3,66.0,16.7,32.3,25.6,0.5857,13.6,44.56984864283562,1994
1871,1.5,13.0,19.8,13.7,3.2,1.1,19.8,7.4,5.6,16.2,0.1009,13.2,17.97297792885437,1995
1872,0.5,7.5,19.7,10.0,2.3,0.7,16.6,13.7,1.7,6.7,0.0695,4.1,14.681019391451883,1996
1873,1.8,21.0,7.2,11.0,0.5,0.0,31.6,63.9,9.9,8.2,0.2243,1.3,1.406333723633498,1997
1874,11.6,12.9,36.6,12.5,8.6,12.4,57.6,0.0,5.0,15.5,0.506,34.5,50.72895800601746,1998
1875,19.2,0.0,1.0,3.8,0.0,0.5,43.7,86.6,26.4,34.5,0.3643,0.7,56.365272617609776,1999
1876,4.9,6.3,34.2,3.7,2.8,4.7,86.1,0.0,1.3,1.6,0.7745,5.4,13.647189927612178,2001
1877,2.2,15.1,26.8,14.7,6.2,0.2,22.2,12.7,8.6,13.8,0.1263,4.8,27.427646973072772,2002
1878,4.6,6.9,30.2,16.9,16.9,6.1,58.4,0.5,12.3,31.3,0.513,34.5,48.88270981945441,2003
1879,5.4,7.8,30.2,12.1,9.4,4.6,61.3,51.2,11.0,13.1,0.5388,9.7,31.10459492130774,2004
1880,5.2,21.8,26.6,10.9,1.1,1.9,30.2,15.3,4.5,5.8,0.2085,9.3,2.072356345910208,2005
1881,9.7,24.2,21.7,25.7,7.9,0.6,6.0,0.3,6.2,17.1,0.0089,6.4,26.436870427257087,2006
1882,6.3,18.3,23.2,17.6,2.8,1.2,39.8,4.2,8.3,30.7,0.3218,12.0,30.637468647008355,2007
1883,14.2,12.6,29.6,13.3,2.7,0.5,81.2,0.6,18.2,19.1,0.724,24.7,34.27175306384941,2008
1884,1.6,29.5,20.8,17.5,9.2,2.1,64.4,0.6,3.6,25.9,0.5694,10.6,37.52606592098135,2009
1885,7.0,10.3,21.1,11.7,10.2,2.7,47.3,23.2,0.7,4.9,0.4003,6.3,14.410503424204125,2010
1886,2.8,10.8,27.5,13.4,7.3,2.9,54.0,33.4,1.5,13.0,0.4676,2.3,27.20453357063912,2011
1887,7.0,12.1,29.3,8.3,2.9,24.3,82.0,0.3,0.0,16.0,0.7303,38.6,36.025142925745975,2012
1888,1.5,16.1,24.2,7.8,8.1,0.9,20.6,2.5,1.1,7.3,0.1095,6.3,15.047766775199808,2013
1889,0.3,19.0,28.0,17.4,3.2,2.1,67.8,0.0,1.3,0.4,0.6013,4.6,1.0252409682888943,2014
1890,2.9,6.3,13.2,6.3,1.8,5.5,64.1,64.6,5.5,5.2,0.5659,2.1,13.024745039287684,2015
1891,11.8,22.5,25.2,15.1,4.3,2.9,30.9,0.5,3.0,21.6,0.2151,16.0,20.662938515787125,2016
1892,0.7,14.7,20.9,10.4,6.2,0.1,15.1,1.1,0.8,12.7,0.0588,9.6,21.344190334064287,2017
1893,6.0,12.8,15.1,6.9,9.4,3.6,61.1,37.6,2.9,3.3,0.5374,6.1,16.76959139149208,2018
1894,1.0,14.3,27.6,13.3,11.9,2.6,47.3,11.1,3.2,1.8,0.4003,3.6,14.235420338637638,2019
1895,8.0,30.6,22.0,20.8,0.0,2.3,30.6,0.0,3.8,24.1,0.2117,7.5,19.572415892829568,2020
1896,4.3,8.9,27.8,7.9,7.7,1.9,45.1,0.0,0.0,0.3,0.3798,4.7,-0.505735889088367,2021
1897,5.3,11.5,18.3,9.6,8.2,6.2,60.8,40.0,8.0,8.5,0.5342,8.7,25.01548652257356,2022
1898,8.4,15.6,26.8,14.7,11.5,14.7,85.1,24.1,10.4,14.0,0.7645,16.2,36.86442270171237,2023
1899,6.5,16.7,23.9,24.4,19.8,1.8,30.5,0.0,6.3,13.0,0.2107,18.1,28.918147847339796,2024
1900,2.8,15.5,27.7,3.3,3.0,6.0,15.0,1.0,0.5,1.5,0.0577,7.0,4.314199736362886,2026
1901,7.7,12.1,31.5,12.3,1.0,28.1,87.2,0.0,4.1,10.2,0.7855,36.9,33.15812857891342,2027
1902,5.7,7.7,29.8,19.0,11.8,5.3,85.6,0.0,1.8,3.7,0.7684,20.8,25.992469357831105,2028
1903,0.5,16.2,10.3,9.0,0.0,0.0,43.4,6.1,2.5,0.0,0.3601,3.6,8.346856224241536,2029
1904,7.9,8.7,28.0,6.0,9.8,1.1,66.1,40.3,1.9,6.0,0.5867,1.1,12.462603727982584,2030
1905,13.3,6.2,30.9,7.2,13.5,2.3,88.9,6.5,4.1,2.6,0.8081,11.5,19.38890898553739,2031
1906,3.4,19.9,22.3,16.8,0.0,4.4,90.5,2.1,3.8,6.5,0.828,7.7,20.819214956958664,2033
1907,4.6,13.6,32.9,9.5,20.4,10.8,86.3,3.7,9.2,33.7,0.7775,33.0,51.23718955426816,2034
1908,0.7,20.6,29.7,15.6,2.2,3.2,51.7,0.0,0.6,4.1,0.4461,6.5,16.702694643443472,2035
1909,9.9,19.1,18.7,8.5,2.2,1.5,27.2,38.8,3.9,2.3,0.1783,2.0,18.03414460349528,2036
1910,18.9,4.6,37.0,9.2,9.3,33.5,98.7,0.0,8.5,41.2,0.9669,46.6,45.51811617828077,2037
1911,3.0,13.3,26.8,12.7,5.1,13.7,82.5,2.4,2.8,10.0,0.7358,22.0,36.307957207462195,2038
1912,2.0,8.5,40.8,11.7,6.9,25.4,99.2,0.9,7.9,28.8,0.9769,39.2,47.205680626201286,2039
1913,5.0,17.6,23.6,8.7,20.1,1.2,64.6,53.6,13.5,15.6,0.572,3.6,29.800809715582204,2040
1914,3.9,14.5,27.0,10.7,7.2,2.8,76.9,7.8,1.4,4.8,0.6837,5.9,16.88678334591572,2041
1915,1.5,9.9,20.5,10.8,3.4,2.3,37.9,1.3,3.0,5.7,0.2967,5.4,14.185337844052956,2042
1916,4.9,19.4,26.3,19.0,13.1,27.2,99.3,8.6,7.0,24.7,0.9779,37.3,41.72605142924261,2043
1917,1.5,11.5,30.2,7.3,7.9,2.1,28.9,3.1,3.8,10.7,0.1968,14.8,16.206384852447815,2044
1918,7.6,10.3,31.9,11.6,7.1,0.5,32.6,12.2,6.4,3.7,0.2355,5.2,14.061614475501427,2045
1919,1.0,13.4,25.7,9.5,0.0,2.4,31.5,17.3,0.0,9.2,0.2234,9.1,16.50491780093209,2046
1920,2.0,8.9,34.8,10.2,4.8,23.4,94.8,35.5,2.5,18.9,0.8912,30.4,42.60738165589997,2047
1921,0.2,15.0,25.1,15.2,4.1,0.0,32.1,2.1,2.2,6.1,0.2313,5.6,5.6570245338168395,2048
1922,2.7,11.1,23.6,6.4,14.2,3.2,55.6,1.8,4.3,6.6,0.4858,7.8,19.645331626884783,2049
1923,4.0,30.0,12.2,18.4,1.4,0.1,27.9,5.0,6.7,8.2,0.1869,7.9,15.677825389748918,2050
1924,10.9,11.3,17.8,15.4,4.4,20.7,89.7,14.8,9.1,36.2,0.817,39.3,45.86403638397363,2052
1925,5.5,10.8,37.9,10.6,2.8,2.3,55.5,20.6,6.4,2.9,0.485,9.7,30.920845932427312,2054
1926,6.3,11.4,30.8,9.8,0.0,6.6,69.0,0.0,5.5,19.9,0.6103,24.1,27.64030261408748,2055
1927,1.1,11.5,20.9,3.5,0.0,3.4,79.6,0.0,0.0,1.8,0.7104,6.6,2.357680445079903,2057
1928,8.9,3.4,27.5,6.0,10.4,2.7,64.9,78.5,3.6,5.2,0.5752,7.0,10.64317105747292,2058
1929,2.8,9.7,31.9,4.8,12.0,27.6,93.1,0.0,6.1,23.0,0.8665,37.8,39.690945709728545,2059
1930,10.4,17.4,14.1,15.2,5.3,3.2,38.9,18.7,3.1,8.9,0.3077,4.1,17.148789281264968,2060
1931,5.5,11.0,23.7,10.6,2.0,16.1,66.3,27.4,13.5,11.3,0.5883,16.8,37.97063055548589,2061
1932,8.2,12.3,23.5,19.9,5.7,0.0,50.2,2.2,0.0,9.4,0.4296,4.5,8.241584781781638,2062
1933,4.3,4.5,22.0,3.3,14.2,19.6,82.4,70.4,5.7,16.4,0.7344,17.2,33.02879247512469,2063
1934,7.1,13.7,21.2,9.2,8.4,26.0,96.5,34.5,4.4,16.5,0.9209,31.5,28.70674486344714,2064
1935,5.3,7.5,28.4,7.9,5.3,2.2,39.7,0.9,0.0,1.3,0.3199,2.3,2.6094373425346076,2065
1936,9.0,13.6,24.5,12.3,12.5,7.8,87.2,0.0,9.0,39.1,0.7855,39.0,46.66321264384675,2066
1937,11.7,3.7,28.8,6.8,13.9,11.7,67.6,62.1,0.0,10.9,0.5981,9.1,26.54149924472818,2067
1938,8.0,15.4,25.9,11.6,1.9,6.7,33.4,3.0,0.0,32.0,0.2443,21.8,28.61629440648492,2068
1939,2.0,11.2,33.8,9.2,0.4,5.0,59.1,1.1,4.9,6.4,0.5185,12.2,-7.070950149315227,2069
1940,15.0,14.3,28.1,19.2,0.8,3.5,55.7,0.7,5.6,30.9,0.4874,12.9,33.14947982750943,2070
1941,4.1,5.9,12.0,3.1,1.2,0.7,31.0,35.3,6.9,0.7,0.2163,0.4,6.400402061911688,2071
1942,1.0,27.1,16.4,18.2,1.8,3.0,13.0,0.5,0.8,26.0,0.0444,15.1,24.083755509398184,2072
1943,8.9,8.2,39.5,12.3,19.6,7.2,77.6,9.6,12.7,13.3,0.691,27.7,49.42374685628665,2073
1944,28.3,0.0,44.8,7.2,5.5,0.2,50.7,0.0,0.0,10.4,0.435,3.3,-38.98046475852624,2074
1945,7.9,10.7,24.7,15.7,4.9,11.8,84.7,26.0,27.4,27.4,0.7608,24.2,54.280562844819386,2075
1946,5.4,4.7,28.5,13.1,5.2,12.8,82.7,0.0,1.5,3.4,0.7377,14.7,19.928415489304065,2076
1947,4.3,7.0,33.1,9.8,8.4,3.1,77.3,11.1,2.5,2.3,0.6881,8.7,14.295598144265984,2077
1948,6.8,10.8,22.5,9.2,2.8,2.2,31.2,0.0,3.1,3.6,0.219,5.1,15.98548063447556,2078
1949,10.1,14.6,29.7,16.0,6.7,17.0,99.5,1.2,6.9,23.2,0.9825,41.0,34.81922977818424,2079
1950,1.0,12.1,28.9,7.1,10.1,19.5,94.0,0.0,2.4,21.1,0.8797,49.4,22.0421971622919,2080
1951,2.8,18.1,19.2,8.9,2.4,0.6,30.6,38.6,1.2,3.3,0.2117,2.0,8.773103250879224,2081
1952,8.1,14.1,26.7,9.3,12.2,3.5,77.0,0.0,1.8,4.1,0.6847,15.3,10.969478060038234,2082
1953,7.2,21.4,22.7,19.8,14.1,2.4,66.6,10.1,16.8,16.7,0.5897,30.1,44.18160514885122,2083
1954,10.9,10.5,17.2,14.2,14.4,0.0,26.9,0.0,0.0,9.8,0.1748,26.5,39.834142813958344,2084
1955,2.4,12.1,33.1,7.7,0.9,1.4,44.3,0.6,0.7,3.2,0.3702,1.6,12.427883307129648,2085
1956,8.2,27.9,18.9,24.1,2.5,2.1,22.8,0.9,7.3,25.8,0.1327,13.8,26.6561811073166,2086
1957,2.9,7.1,20.7,3.7,2.4,4.3,77.9,0.0,0.0,0.7,0.6947,5.4,10.179072709944895,2087
1958,4.8,16.7,25.9,20.9,6.3,8.3,90.8,11.7,7.3,37.2,0.8312,29.5,47.583153635464754,2088
1959,7.8,6.1,30.5,9.1,20.2,2.3,97.5,0.0,3.7,5.9,0.9397,6.2,23.95463790032813,2089
1960,6.5,15.3,23.6,21.8,6.2,5.9,66.5,3.0,5.8,10.5,0.5891,11.6,20.769274885993163,2090
1961,2.0,16.3,27.4,8.4,2.2,0.7,23.5,0.0,0.9,3.7,0.1383,3.0,4.073231077606548,2091
1962,10.2,5.5,36.3,8.7,9.5,28.8,91.9,51.3,10.4,16.1,0.8464,40.9,49.33692072410201,2092
1963,7.9,9.0,34.2,8.9,27.0,1.8,83.2,12.8,7.8,14.8,0.7428,14.9,34.389618810272054,2093
1964,1.8,5.0,39.1,5.0,18.1,26.5,93.9,7.4,6.2,44.7,0.8779,41.8,50.31425383579938,2094
1965,3.0,23.0,14.1,6.4,6.0,1.4,43.4,27.0,3.6,7.7,0.3601,1.5,11.857732806326158,2095
1966,5.1,13.3,25.7,10.6,5.1,2.9,8.9,6.3,2.7,9.1,0.0197,8.5,15.33232443659028,2096
1967,3.3,8.7,25.1,8.6,6.5,4.0,66.9,27.5,0.5,7.3,0.5919,6.0,12.868561778476993,2097
1968,9.9,19.4,18.6,21.5,1.1,6.8,83.7,0.0,1.0,17.5,0.7482,27.4,38.57172695859769,2098
1969,1.8,7.6,31.2,5.2,4.4,3.0,53.3,0.0,1.1,0.5,0.4614,3.6,8.248558832879802,2099
1970,4.0,14.7,23.9,10.1,1.4,1.4,52.5,28.5,4.7,8.6,0.4541,13.2,21.136637451123995,2100
1971,2.5,8.7,28.9,14.1,10.7,0.3,51.8,4.9,13.7,22.4,0.4471,17.9,36.05057480706414,2101
1972,5.0,13.8,28.3,4.9,5.2,2.3,39.1,9.1,0.9,1.0,0.3102,4.9,-10.064182103188188,2102
1973,3.6,16.7,26.1,9.8,1.3,0.3,26.0,0.0,0.7,1.1,0.1656,1.0,6.058786226717347,2103
1974,8.9,17.6,28.2,13.8,1.8,27.5,97.5,0.0,7.9,19.1,0.9397,49.4,40.97309483555728,2104
1975,7.5,17.9,21.2,12.6,10.5,0.6,57.9,3.7,3.7,10.2,0.5091,10.0,26.872502661690515,2105
1976,3.9,7.5,26.9,9.3,4.2,5.3,32.4,2.5,1.7,14.9,0.235,4.6,22.40781311820647,2106
1977,5.8,10.2,10.4,7.2,1.1,0.7,37.1,57.9,0.5,0.1,0.2864,0.8,5.547605446337126,2107
1978,4.8,5.5,32.0,10.6,4.5,12.6,83.1,16.5,6.5,13.0,0.742,30.0,40.11812257810971,2108
1979,3.2,10.9,15.5,7.6,7.0,1.1,23.1,35.6,6.8,5.5,0.1354,0.8,9.630249085580049,2109
1980,4.9,14.2,27.7,6.8,9.3,5.9,37.3,1.2,5.4,5.0,0.288,8.3,17.438879230346053,2110
1981,7.9,11.0,28.8,18.7,6.7,9.6,90.3,21.5,25.9,47.0,0.8246,24.7,50.03617408747863,2111
1982,7.3,39.1,15.6,26.5,0.5,0.6,10.2,0.0,5.4,22.3,0.0253,12.7,33.15014111148461,2112
1983,1.9,17.2,21.1,8.9,10.8,16.4,78.0,19.4,5.2,13.4,0.6954,6.6,16.878177323506293,2113
1984,5.3,8.5,27.2,9.6,9.8,1.0,61.0,16.9,2.7,2.9,0.5368,6.9,17.053169393061868,2114
1985,6.2,9.0,28.8,18.4,15.7,2.3,93.6,15.4,0.4,12.0,0.8737,3.6,31.001603347960035,2116
1986,8.6,22.0,24.3,18.7,8.0,0.0,12.6,0.0,0.0,7.4,0.0407,14.6,9.41773247705692,2118
1987,2.1,13.0,24.6,13.6,21.3,2.0,62.5,2.2,5.4,4.1,0.5502,8.0,20.127506031377603,2119
1988,6.3,10.8,31.4,27.5,25.6,23.7,99.1,22.2,24.2,32.8,0.9753,46.8,56.215119670911974,2120
1989,3.7,39.9,10.4,23.3,0.6,0.2,11.7,0.6,2.2,18.3,0.0342,5.3,19.668729220945615,2121
1990,14.6,13.9,27.9,9.7,3.3,3.9,76.4,32.6,8.7,9.4,0.6777,11.0,17.604419102607114,2122
1991,9.3,3.3,18.8,12.8,8.3,12.2,90.2,46.3,9.3,25.0,0.8223,26.8,39.49000577141755,2123
1992,1.6,18.3,30.3,13.8,6.5,3.9,56.4,5.8,3.7,24.8,0.4947,14.9,33.59013618354094,2124
1993,7.2,1.5,33.2,6.3,8.8,6.9,90.4,0.0,2.0,1.1,0.8267,17.2,16.361578388895303,2125
1994,6.9,33.7,25.3,20.7,3.6,18.3,50.7,55.2,14.8,19.5,0.435,5.5,32.95149916146686,2126
1995,7.3,10.7,29.5,12.1,4.3,7.2,82.9,1.4,5.5,10.5,0.7398,24.7,26.253938664966437,2127
1996,4.7,21.8,23.8,21.8,8.8,0.2,26.3,1.4,5.8,20.9,0.1684,21.2,28.823637358863895,2128
1997,8.8,11.4,25.1,19.5,5.5,1.0,13.6,0.0,10.5,26.6,0.0489,7.5,29.64938531672572,2129
1998,5.5,1.0,31.1,6.7,5.2,21.8,89.3,73.0,13.4,14.3,0.8116,36.8,38.41686689438097,2130
1999,3.5,12.2,26.7,11.5,5.3,7.0,60.6,0.0,8.7,24.1,0.5321,32.6,39.59824204946173,2131
2000,3.3,16.2,32.6,19.4,15.7,22.3,100.0,0.0,14.6,54.5,0.9892,42.0,44.95714842971995,2132
2001,0.0,0.0,38.1,3.6,13.3,8.4,72.4,15.1,0.0,5.3,0.6414,20.1,15.26132718848539,2133
2002,5.8,21.9,17.4,10.9,0.7,0.4,17.1,1.9,0.4,2.8,0.0755,5.7,7.696751563485206,2134
2003,3.5,2.1,33.4,4.1,13.6,36.5,96.5,77.8,8.0,51.9,0.9209,39.3,49.87329030379402,2135
2004,0.0,16.1,20.9,4.3,1.2,0.9,32.2,18.1,0.0,0.0,0.232,1.0,-2.644027735257504,2136
2005,5.8,13.3,17.4,15.3,1.4,4.0,57.0,29.8,4.3,15.6,0.5001,8.5,23.029822762343983,2137
2006,3.2,5.7,36.3,6.1,6.3,1.3,48.2,0.0,3.1,0.0,0.4099,3.0,9.540537206349905,2139
2007,3.2,7.9,32.5,8.2,15.1,12.2,90.0,5.7,1.6,10.4,0.8205,26.5,29.119658060610803,2140
2008,5.5,14.6,28.7,12.9,6.5,2.9,30.2,0.0,2.0,11.5,0.2085,21.9,18.15403097356917,2141
2009,5.4,8.7,34.0,6.6,13.5,5.7,38.9,1.0,2.0,13.9,0.3077,6.2,8.797784223145545,2142
2010,2.6,8.8,9.0,10.5,6.4,4.9,54.1,21.1,26.7,19.6,0.4688,7.5,42.238526839947454,2143
2011,8.8,10.1,25.8,9.4,10.2,2.7,69.2,0.0,1.9,1.3,0.6124,3.4,13.42812555269515,2144
2012,5.4,4.9,29.6,9.0,2.9,9.9,88.2,7.0,5.6,4.0,0.8004,10.6,18.342137536892416,2145
2013,3.4,19.1,19.1,9.9,1.0,0.6,26.8,0.0,2.1,5.8,0.1739,7.0,20.9636418334844,2146
2014,3.6,9.3,21.3,10.5,2.6,2.5,51.8,21.3,3.4,9.2,0.4471,7.9,8.024088274594725,2147
2015,4.6,18.2,23.6,10.1,6.0,0.6,65.2,7.1,3.0,14.3,0.578,5.5,10.986014020522408,2148
2016,0.0,6.8,39.5,8.1,18.8,13.2,97.8,6.8,4.0,29.6,0.9461,24.2,44.363617799051454,2149
2017,19.3,4.0,32.9,22.3,8.1,10.1,70.1,0.0,4.6,2.8,0.6205,13.1,24.760652033624577,2150
2018,3.8,9.4,34.9,7.0,9.4,18.0,73.8,0.9,4.3,24.8,0.6538,32.6,37.84808006506584,2151
2019,2.5,7.4,30.5,6.6,4.4,21.3,89.9,2.0,3.7,12.5,0.8191,38.4,17.529662871079758,2152
2020,2.4,11.2,22.0,33.0,6.8,9.9,92.0,4.8,11.7,21.9,0.848,42.0,50.31111712091695,2153
2021,2.1,6.4,31.8,4.0,6.6,16.2,75.8,0.0,0.0,0.0,0.672,27.1,11.873192853446913,2154
2022,0.5,15.7,21.8,15.4,6.9,2.2,50.3,4.5,4.1,14.9,0.4308,19.8,20.762679702800543,2155
2023,9.6,7.8,26.1,6.6,6.9,3.2,89.3,0.8,1.2,8.7,0.8116,19.4,13.687273500528466,2156
2024,25.6,21.3,22.4,30.5,12.6,0.0,90.4,10.5,33.7,51.6,0.8267,25.7,70.59894048462037,2157
2025,9.4,18.8,26.0,16.0,3.4,1.5,28.5,8.1,5.3,16.6,0.1933,8.9,12.976945000487492,2158
2026,2.5,13.9,28.4,21.0,5.9,0.0,20.6,6.5,3.3,7.0,0.1095,6.1,18.64404864532104,2159
2027,3.6,6.2,30.0,4.3,3.5,15.6,86.5,43.3,9.3,21.9,0.7792,29.8,33.70045498093313,2160
2028,4.4,19.9,21.4,20.1,2.5,0.2,19.0,4.4,4.0,13.3,0.0949,8.9,22.35644547126865,2161
2029,5.0,16.4,24.3,4.8,10.8,0.0,26.4,29.9,0.9,28.9,0.1695,0.7,10.096506084166874,2162
2030,7.9,25.2,19.8,25.6,6.8,18.4,90.1,56.8,42.8,34.0,0.8213,50.8,58.53925894961923,2163
2031,6.0,7.4,41.7,3.9,2.0,0.0,40.0,0.0,0.0,1.7,0.3236,2.8,4.909080409079855,2164
2032,1.0,9.0,17.1,5.9,12.1,2.0,77.8,19.7,2.2,3.1,0.6925,7.3,17.516702464787464,2165
2033,3.5,25.7,23.5,21.4,13.3,1.4,94.3,1.4,8.4,23.1,0.8833,12.3,46.15125826074448,2166
2034,2.0,14.0,33.3,13.2,3.3,0.0,18.3,0.0,1.8,0.2,0.0875,7.4,7.121175705488767,2167
2035,4.5,7.4,33.7,11.4,21.2,9.2,84.6,25.1,8.6,15.1,0.7596,21.8,31.470636966648605,2168
2036,3.8,12.6,28.9,4.6,11.4,6.2,46.0,33.1,2.0,2.2,0.3871,6.3,10.990247577136053,2169
2037,5.1,1.1,9.6,2.9,0.0,0.0,42.1,96.2,4.4,3.7,0.3481,0.8,-0.7906121257171179,2170
