FIPS	EP_NOHSDP	EP_AGE17	EP_AGE17_interact	EP_AGE65	EP_AGE65_interact	EP_DISABL	EP_DISABL_interact	EP_LIMENG	EP_LIMENG_interact	EP_MINRTY	EP_MINRTY_interact	EP_MUNIT	EP_MUNIT_interact	EP_NOINT	EP_NOINT_interact	EP_NOVEH	EP_NOVEH_interact	EP_SNGPNT	EP_SNGPNT_interact	EP_UNEMP	EP_UNEMP_interact	RPL_THEME3	RPL_THEME3_interact	EP_POV150_pred	EP_POV150_pred_00	EP_POV150_pred_01	Y_synth	Y_synth_00	Y_synth_01
48439102401	False	20.9	0.0	13.1	0.0	10.6	0.0	0.9	0.0	38.6	0.0	34.7	0.0	11.7	0.0	5.5	0.0	6.0	0.0	3.7	0.0	0.3049	0.0	18.215359	18.215359	22.932137	18.982287529619363	18.982287529619363	23.699065331133035
48113007834	True	17.7	17.7	2.5	2.5	9.5	9.5	5.9	5.9	78.0	78.0	84.9	84.9	27.0	27.0	14.1	14.1	11.4	11.4	6.2	6.2	0.6954	0.6954	43.051285	37.081104	43.051285	43.827327993363454	37.857147481888845	43.827327993363454
48355002703	True	25.2	25.2	10.8	10.8	11.3	11.3	1.1	1.1	74.5	74.5	4.1	4.1	5.6	5.6	1.9	1.9	7.5	7.5	2.8	2.8	0.6615	0.6615	17.727467	13.037581	17.727467	18.724936952766672	14.03505181330134	18.724936952766672
48339690609	False	27.7	0.0	15.3	0.0	11.1	0.0	0.0	0.0	14.6	0.0	12.6	0.0	1.7	0.0	7.1	0.0	0.0	0.0	9.5	0.0	0.0552	0.0	8.31393	8.31393	14.988655	18.231834321645035	18.231834321645035	24.906559854176773
48113019037	False	16.0	0.0	18.4	0.0	9.5	0.0	2.9	0.0	37.0	0.0	2.7	0.0	2.9	0.0	4.2	0.0	2.7	0.0	4.2	0.0	0.2849	0.0	8.959742	8.959742	13.193138	5.567783843412901	5.567783843412901	9.801180373564268
48085031325	False	15.4	0.0	19.8	0.0	8.7	0.0	0.0	0.0	34.5	0.0	0.0	0.0	12.9	0.0	0.0	0.0	0.0	0.0	2.7	0.0	0.257	0.0	9.00894	9.00894	12.955639	12.786703212535054	12.786703212535054	16.73340235499111
48201220400	True	21.1	21.1	23.4	23.4	9.5	9.5	38.2	38.2	94.2	94.2	11.0	11.0	29.7	29.7	11.9	11.9	3.6	3.6	5.5	5.5	0.8819	0.8819	45.844006	33.26194	45.844006	44.430558370076135	31.84849278780074	44.430558370076135
48085030537	False	36.8	0.0	3.7	0.0	5.7	0.0	2.9	0.0	52.5	0.0	5.1	0.0	2.5	0.0	1.3	0.0	7.7	0.0	2.1	0.0	0.4541	0.0	9.938085	9.938085	13.193468	4.312021587224516	4.312021587224516	7.567405078740629
48491020606	False	41.7	0.0	7.4	0.0	3.9	0.0	0.0	0.0	40.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.3236	0.0	6.51334	6.51334	10.283562	1.5868580582350669	1.5868580582350669	5.357079768440145
48113016610	False	20.6	0.0	14.3	0.0	13.0	0.0	1.3	0.0	93.9	0.0	28.0	0.0	9.5	0.0	12.4	0.0	16.9	0.0	2.3	0.0	0.8779	0.0	26.107204	26.107204	33.88858	37.82131328222261	37.82131328222261	45.60268916723238
48339691601	False	17.5	0.0	25.9	0.0	13.1	0.0	1.9	0.0	26.0	0.0	29.6	0.0	3.6	0.0	9.1	0.0	1.7	0.0	12.0	0.0	0.1656	0.0	12.423786	12.423786	16.467138	10.206891840875281	10.206891840875281	14.250243967950476
48277000900	False	24.1	0.0	23.3	0.0	15.7	0.0	0.0	0.0	19.0	0.0	15.7	0.0	13.6	0.0	5.6	0.0	4.8	0.0	1.1	0.0	0.0949	0.0	15.617711	15.617711	21.662148	23.988849856746807	23.988849856746807	30.033286311519756
48039662500	False	21.9	0.0	15.6	0.0	14.8	0.0	0.5	0.0	22.7	0.0	0.0	0.0	14.9	0.0	5.7	0.0	5.9	0.0	4.8	0.0	0.1314	0.0	17.261503	17.261503	21.00527	12.756936036189213	12.756936036189213	16.50070282085718
48209010806	False	27.7	0.0	15.5	0.0	3.3	0.0	6.0	0.0	15.0	0.0	1.0	0.0	1.5	0.0	0.5	0.0	3.0	0.0	2.8	0.0	0.0577	0.0	6.173063	6.173063	9.336647	10.35999440836222	10.35999440836222	13.523578640692543
48339692005	False	34.6	0.0	6.5	0.0	3.6	0.0	4.6	0.0	24.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	8.5	0.0	1.6	0.0	0.1446	0.0	9.199044	9.199044	12.523664	9.28960829058832	9.28960829058832	12.614228537475528
48091310503	False	15.9	0.0	21.2	0.0	15.4	0.0	3.5	0.0	29.0	0.0	36.6	0.0	12.5	0.0	8.4	0.0	5.0	0.0	7.2	0.0	0.1979	0.0	18.050106	18.050106	19.271656	6.47695730282825	6.47695730282825	7.698507290621219
48201221601	True	42.2	42.2	12.4	12.4	4.4	4.4	39.5	39.5	96.2	96.2	3.6	3.6	23.4	23.4	3.8	3.8	2.3	2.3	2.1	2.1	0.914	0.914	50.65215	33.014896	50.65215	49.707030087891155	32.06977728027397	49.707030087891155
48013960203	True	24.3	24.3	15.5	15.5	18.4	18.4	0.7	0.7	76.3	76.3	2.1	2.1	11.8	11.8	3.3	3.3	17.8	17.8	7.1	7.1	0.677	0.677	33.119453	26.10959	33.119453	15.554028418704807	8.544165518924533	15.554028418704807
48233950800	True	15.2	15.2	18.2	18.2	25.3	25.3	12.1	12.1	55.6	55.6	0.5	0.5	18.0	18.0	9.4	9.4	2.0	2.0	9.1	9.1	0.4858	0.4858	29.07565	25.614561	29.07565	21.141447100627218	17.680358920085226	21.141447100627218
48157672703	True	31.2	31.2	10.8	10.8	6.6	6.6	12.1	12.1	85.4	85.4	3.7	3.7	0.8	0.8	1.2	1.2	7.5	7.5	2.9	2.9	0.7666	0.7666	21.446615	13.455578	21.446615	30.70434589983023	22.713308531055816	30.70434589983023
48201433007	True	24.9	24.9	4.9	4.9	6.1	6.1	49.4	49.4	99.9	99.9	68.8	68.8	17.9	17.9	23.6	23.6	16.9	16.9	6.3	6.3	0.9886	0.9886	54.05483	38.398293	54.05483	50.09954584972773	34.44300974743281	50.09954584972773
48157674404	False	34.2	0.0	6.3	0.0	3.7	0.0	4.7	0.0	86.1	0.0	0.0	0.0	1.6	0.0	1.3	0.0	2.8	0.0	4.9	0.0	0.7745	0.0	8.446368	8.446368	11.026912	9.048376230108408	9.048376230108408	11.628919748174814
48029181729	False	35.5	0.0	5.3	0.0	7.5	0.0	1.5	0.0	72.7	0.0	1.1	0.0	2.6	0.0	1.1	0.0	7.3	0.0	5.3	0.0	0.6437	0.0	11.51294	11.51294	15.17012	7.8476349070772855	7.8476349070772855	11.504814739535782
48113011801	True	42.5	42.5	3.5	3.5	7.1	7.1	13.7	13.7	90.9	90.9	9.1	9.1	32.1	32.1	6.7	6.7	33.1	33.1	0.8	0.8	0.8329	0.8329	47.774517	39.61454	47.774517	53.780641235217445	45.62066427598893	53.780641235217445
48245010100	True	27.4	27.4	10.4	10.4	8.9	8.9	23.2	23.2	86.8	86.8	3.1	3.1	33.5	33.5	7.2	7.2	10.2	10.2	9.7	9.7	0.7818	0.7818	43.39643	33.761044	43.39643	45.60796251743226	35.972575096777966	45.60796251743226
48303010423	False	34.2	0.0	4.3	0.0	25.0	0.0	1.3	0.0	27.6	0.0	7.2	0.0	1.2	0.0	0.0	0.0	14.7	0.0	4.3	0.0	0.1831	0.0	17.104088	17.104088	25.79164	18.94353477814843	18.94353477814843	27.631086276561515
48039661501	True	27.0	27.0	15.2	15.2	11.6	11.6	7.8	7.8	45.4	45.4	0.0	0.0	17.1	17.1	1.7	1.7	5.7	5.7	7.2	7.2	0.3823	0.3823	24.386372	18.803259	24.386372	22.125085139797267	16.541972423122463	22.125085139797267
48491020354	False	24.5	0.0	11.8	0.0	8.5	0.0	1.2	0.0	34.3	0.0	0.0	0.0	0.4	0.0	0.0	0.0	12.3	0.0	0.6	0.0	0.2541	0.0	8.729813	8.729813	12.105301	18.463925620233823	18.463925620233823	21.839413901483823
48167721205	False	39.5	0.0	3.4	0.0	6.9	0.0	4.2	0.0	39.0	0.0	0.0	0.0	11.3	0.0	0.0	0.0	17.0	0.0	5.4	0.0	0.309	0.0	18.844053	18.844053	23.544523	13.065622077715222	13.065622077715222	17.766092048418347
48201251000	False	18.7	0.0	19.1	0.0	8.5	0.0	1.5	0.0	27.2	0.0	38.8	0.0	2.3	0.0	3.9	0.0	2.2	0.0	9.9	0.0	0.1783	0.0	9.611821	9.611821	13.735302	10.622594126137777	10.622594126137777	14.746074922951742
48113016527	False	22.6	0.0	11.2	0.0	4.9	0.0	5.7	0.0	82.5	0.0	0.0	0.0	9.9	0.0	0.0	0.0	5.1	0.0	5.9	0.0	0.7358	0.0	13.140545	13.140545	16.158848	12.299842660104016	12.299842660104016	15.318145577584485
48157670603	False	27.3	0.0	14.1	0.0	13.5	0.0	2.2	0.0	97.7	0.0	0.0	0.0	0.7	0.0	3.6	0.0	9.3	0.0	7.6	0.0	0.9438	0.0	18.975828	18.975828	25.882904	23.90103665711254	23.90103665711254	30.80811253907055
48439105204	True	24.7	24.7	7.1	7.1	14.9	14.9	0.9	0.9	68.7	68.7	23.2	23.2	19.8	19.8	17.9	17.9	11.3	11.3	13.3	13.3	0.6079	0.6079	47.88616	38.41746	47.88616	51.20326703511315	41.7345666261776	51.20326703511315
48423001502	False	10.9	0.0	26.3	0.0	27.3	0.0	0.0	0.0	26.9	0.0	0.3	0.0	12.9	0.0	3.9	0.0	3.5	0.0	7.6	0.0	0.1748	0.0	16.589132	16.589132	21.803516	15.692903875509867	15.692903875509867	20.90728795448936
48083950700	False	21.5	0.0	21.3	0.0	19.3	0.0	0.6	0.0	17.6	0.0	0.9	0.0	16.9	0.0	1.8	0.0	7.2	0.0	1.7	0.0	0.0806	0.0	17.784323	17.784323	21.073816	23.854840723349827	23.854840723349827	27.144334284140843
48121020133	False	39.9	0.0	2.7	0.0	6.9	0.0	3.1	0.0	49.5	0.0	0.0	0.0	1.4	0.0	2.4	0.0	12.3	0.0	0.0	0.0	0.4226	0.0	11.968149	11.968149	15.183213	16.630470099485336	16.630470099485336	19.845534148252426
48025950300	False	24.7	0.0	10.9	0.0	14.3	0.0	2.6	0.0	74.2	0.0	3.8	0.0	27.3	0.0	4.6	0.0	6.5	0.0	16.1	0.0	0.6579	0.0	29.080864	29.080864	36.17377	50.9002332562458	50.9002332562458	57.993140208150095
48453001914	False	19.6	0.0	14.5	0.0	4.1	0.0	1.8	0.0	24.4	0.0	33.2	0.0	1.1	0.0	2.8	0.0	3.2	0.0	6.8	0.0	0.1492	0.0	7.538427	7.538427	12.295896	10.45906944655536	10.45906944655536	15.216538146964295
48255970400	True	25.3	25.3	17.2	17.2	18.6	18.6	2.3	2.3	75.5	75.5	0.0	0.0	35.5	35.5	4.2	4.2	16.2	16.2	3.4	3.4	0.6697	0.6697	39.81968	31.780537	39.81968	39.74970978298063	31.71056717433805	39.74970978298063
48439122300	False	3.9	0.0	5.2	0.0	14.7	0.0	1.9	0.0	63.0	0.0	73.1	0.0	25.0	0.0	19.4	0.0	4.4	0.0	11.3	0.0	0.5559	0.0	39.72216	39.72216	47.377506	41.39294220241064	41.39294220241064	49.048288119158684
48113016001	True	32.0	32.0	10.7	10.7	12.7	12.7	25.0	25.0	86.3	86.3	9.3	9.3	32.6	32.6	1.0	1.0	15.0	15.0	3.0	3.0	0.7775	0.7775	44.334892	33.002575	44.334892	51.142325589465415	39.81000823717049	51.142325589465415
48221160214	False	18.6	0.0	29.0	0.0	9.9	0.0	4.3	0.0	23.4	0.0	0.8	0.0	5.8	0.0	0.9	0.0	0.0	0.0	1.2	0.0	0.1374	0.0	7.7889433	7.7889433	12.095871	8.877400406275196	8.877400406275196	13.184328087244435
48439110102	True	28.5	28.5	19.4	19.4	13.5	13.5	13.1	13.1	69.0	69.0	9.2	9.2	8.8	8.8	7.1	7.1	9.6	9.6	3.2	3.2	0.6103	0.6103	33.312744	24.31266	33.312744	27.357569499602796	18.357485576262953	27.357569499602796
48113011701	True	31.3	31.3	8.8	8.8	12.5	12.5	16.6	16.6	92.3	92.3	4.3	4.3	29.6	29.6	13.9	13.9	13.1	13.1	5.9	5.9	0.8534	0.8534	48.15472	37.82456	48.15472	59.60654007859824	49.2763780302584	59.60654007859824
48055960104	True	25.4	25.4	8.4	8.4	9.7	9.7	3.6	3.6	65.2	65.2	0.0	0.0	10.7	10.7	7.2	7.2	4.9	4.9	4.7	4.7	0.578	0.578	21.825684	17.089476	21.825684	19.164085573664902	14.427877611628771	19.164085573664902
48141000113	True	22.2	22.2	14.2	14.2	14.0	14.0	4.6	4.6	69.5	69.5	8.1	8.1	12.0	12.0	3.1	3.1	13.0	13.0	12.9	12.9	0.6143	0.6143	28.506355	24.737488	28.506355	32.739254708080395	28.970387215404614	32.739254708080395
48201521600	True	26.1	26.1	10.1	10.1	13.7	13.7	15.1	15.1	87.4	87.4	0.0	0.0	17.7	17.7	1.3	1.3	4.3	4.3	6.7	6.7	0.7883	0.7883	29.68005	22.078857	29.68005	24.76699898466427	17.165806510299035	24.76699898466427
48439103702	True	31.1	31.1	6.5	6.5	10.5	10.5	8.2	8.2	97.9	97.9	0.0	0.0	37.7	37.7	12.3	12.3	10.7	10.7	21.0	21.0	0.9477	0.9477	49.19484	38.000134	49.19484	55.08605641589957	43.891350452764804	55.08605641589957
48029171918	False	24.3	0.0	5.9	0.0	8.4	0.0	1.7	0.0	84.3	0.0	40.2	0.0	5.8	0.0	1.6	0.0	4.9	0.0	2.5	0.0	0.7555	0.0	13.650839	13.650839	20.675306	10.454452513296452	10.454452513296452	17.47891998155817
48309002100	True	29.7	29.7	10.4	10.4	17.1	17.1	6.7	6.7	78.7	78.7	27.0	27.0	15.3	15.3	13.8	13.8	13.2	13.2	2.7	2.7	0.6996	0.6996	42.6269	31.810358	42.6269	40.97593709444508	30.15939542269215	40.97593709444508
48187210903	False	13.9	0.0	35.4	0.0	29.5	0.0	1.8	0.0	16.7	0.0	0.0	0.0	9.4	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0705	0.0	16.460278	16.460278	20.074787	14.483399106871039	14.483399106871039	18.09790868939057
48439114006	True	22.1	22.1	20.3	20.3	10.2	10.2	3.0	3.0	28.7	28.7	3.8	3.8	6.0	6.0	3.4	3.4	0.0	0.0	2.9	2.9	0.1948	0.1948	13.361694	8.994765	13.361694	6.293043429499994	1.9261143752397398	6.293043429499994
48381021611	False	22.9	0.0	12.0	0.0	10.5	0.0	0.0	0.0	32.2	0.0	23.2	0.0	3.0	0.0	5.2	0.0	4.2	0.0	1.3	0.0	0.232	0.0	9.7744255	9.7744255	15.1934	7.600576832927622	7.600576832927622	13.01955170933143
48201220200	True	21.2	21.2	13.0	13.0	15.7	15.7	17.5	17.5	91.9	91.9	1.8	1.8	32.0	32.0	7.4	7.4	12.1	12.1	4.6	4.6	0.8464	0.8464	43.992104	35.3564	43.992104	38.763273303103226	30.127569262575882	38.763273303103226
48453001310	True	7.5	7.5	4.8	4.8	6.1	6.1	0.9	0.9	33.4	33.4	70.0	70.0	4.0	4.0	11.5	11.5	0.0	0.0	2.1	2.1	0.2443	0.2443	22.625095	12.215675	22.625095	23.07994511730386	12.670525103876129	23.07994511730386
48085032015	False	19.6	0.0	11.7	0.0	6.7	0.0	1.3	0.0	41.0	0.0	1.3	0.0	2.6	0.0	4.3	0.0	22.5	0.0	6.0	0.0	0.335	0.0	19.186178	19.186178	22.115705	8.39778570483903	8.39778570483903	11.327312987553874
48113019028	True	20.5	20.5	13.9	13.9	17.4	17.4	12.2	12.2	74.7	74.7	5.1	5.1	0.5	0.5	2.5	2.5	10.5	10.5	3.9	3.9	0.6634	0.6634	23.493595	18.710377	23.493595	32.73233995011093	27.949121566321868	32.73233995011093
48187210707	False	26.2	0.0	7.4	0.0	14.0	0.0	0.1	0.0	55.4	0.0	22.1	0.0	2.2	0.0	0.9	0.0	11.2	0.0	5.7	0.0	0.4835	0.0	16.011896	16.011896	20.476114	16.746537711584963	16.746537711584963	21.2107558512334
48113014143	False	20.7	0.0	13.2	0.0	3.8	0.0	5.5	0.0	59.9	0.0	43.1	0.0	2.6	0.0	1.1	0.0	1.0	0.0	5.0	0.0	0.5248	0.0	10.336849	10.336849	14.557491	12.493372510734131	12.493372510734131	16.714014600577883
48113017812	True	25.3	25.3	15.5	15.5	15.2	15.2	3.0	3.0	52.7	52.7	13.6	13.6	10.4	10.4	1.9	1.9	4.0	4.0	6.1	6.1	0.4559	0.4559	21.58456	17.743061	21.58456	21.838930623686455	17.997431295073174	21.838930623686455
48439111018	False	19.8	0.0	15.2	0.0	7.9	0.0	2.4	0.0	47.1	0.0	6.1	0.0	4.5	0.0	0.5	0.0	1.4	0.0	4.6	0.0	0.3976	0.0	7.9041348	7.9041348	11.624384	15.348869026027176	15.348869026027176	19.069118202052564
48201350500	True	26.8	26.8	13.3	13.3	6.2	6.2	11.2	11.2	79.3	79.3	12.1	12.1	9.8	9.8	2.2	2.2	11.9	11.9	7.9	7.9	0.7063	0.7063	27.27886	21.999136	27.27886	23.204861225689466	17.925137104595716	23.204861225689466
48113013729	True	27.9	27.9	6.8	6.8	6.2	6.2	19.4	19.4	84.3	84.3	39.6	39.6	22.0	22.0	3.2	3.2	8.5	8.5	3.3	3.3	0.7555	0.7555	36.9631	26.95786	36.9631	34.46772523122646	24.462485744532124	34.46772523122646
48491021407	False	26.2	0.0	6.6	0.0	9.6	0.0	0.9	0.0	48.2	0.0	10.9	0.0	5.1	0.0	3.9	0.0	2.6	0.0	4.2	0.0	0.4099	0.0	11.085132	11.085132	15.360666	12.892779225564425	12.892779225564425	17.168313855386202
48355005104	False	9.6	0.0	23.6	0.0	7.7	0.0	0.0	0.0	4.3	0.0	31.9	0.0	12.6	0.0	8.3	0.0	8.4	0.0	3.3	0.0	0.0044	0.0	14.397205	14.397205	17.988897	11.199296780959017	11.199296780959017	14.790988751784212
48113016517	True	30.6	30.6	12.2	12.2	14.8	14.8	7.9	7.9	82.7	82.7	20.8	20.8	20.0	20.0	8.0	8.0	12.9	12.9	9.5	9.5	0.7377	0.7377	42.373898	32.541775	42.373898	47.04736862708275	37.21524582434837	47.04736862708275
48451001304	False	17.8	0.0	24.5	0.0	16.7	0.0	0.8	0.0	37.1	0.0	35.3	0.0	17.3	0.0	4.8	0.0	8.2	0.0	2.2	0.0	0.2864	0.0	19.639439	19.639439	20.333733	20.552870114199326	20.552870114199326	21.247164090029404
48113014203	True	25.9	25.9	12.3	12.3	9.5	9.5	12.6	12.6	61.6	61.6	15.6	15.6	14.2	14.2	4.5	4.5	10.3	10.3	7.7	7.7	0.5422	0.5422	30.09607	25.247276	30.09607	32.50958851745828	27.66079548767313	32.50958851745828
48201252902	True	29.1	29.1	12.5	12.5	11.7	11.7	9.0	9.0	62.6	62.6	0.0	0.0	5.1	5.1	4.4	4.4	7.9	7.9	7.2	7.2	0.5515	0.5515	24.842438	18.786222	24.842438	36.61525777487446	30.559042488619575	36.61525777487446
48143950700	False	12.3	0.0	24.8	0.0	12.3	0.0	3.9	0.0	28.2	0.0	0.0	0.0	17.3	0.0	2.6	0.0	4.2	0.0	2.2	0.0	0.1904	0.0	15.309603	15.309603	18.143566	23.80400918484141	23.80400918484141	26.637972579006448
48347951001	False	7.8	0.0	7.5	0.0	20.3	0.0	2.1	0.0	32.2	0.0	30.3	0.0	11.1	0.0	10.6	0.0	5.0	0.0	7.4	0.0	0.232	0.0	34.16105	34.16105	36.074734	34.95738946291542	34.95738946291542	36.871074307886126
48439113612	False	19.9	0.0	25.6	0.0	10.3	0.0	0.0	0.0	18.6	0.0	1.3	0.0	2.0	0.0	0.7	0.0	0.6	0.0	6.1	0.0	0.0901	0.0	5.552753	5.552753	10.609485	6.241421228406171	6.241421228406171	11.298152929303388
48453041400	False	13.0	0.0	11.4	0.0	13.0	0.0	1.3	0.0	23.6	0.0	51.5	0.0	4.9	0.0	5.0	0.0	3.0	0.0	0.8	0.0	0.1397	0.0	11.570793	11.570793	15.648987	15.941785729841431	15.941785729841431	20.019979394392212
48141010224	False	44.1	0.0	1.2	0.0	5.1	0.0	6.3	0.0	72.0	0.0	0.0	0.0	17.9	0.0	2.6	0.0	14.1	0.0	5.9	0.0	0.638	0.0	22.812471	22.812471	31.243093	13.386335120030443	13.386335120030443	21.816957220860523
48201423500	True	17.6	17.6	24.8	24.8	12.1	12.1	5.9	5.9	66.4	66.4	0.0	0.0	6.8	6.8	0.5	0.5	2.9	2.9	7.9	7.9	0.5888	0.5888	18.969307	13.187881	18.969307	17.456810298595883	11.675384822521664	17.456810298595883
48177000300	True	32.3	32.3	17.8	17.8	13.6	13.6	3.2	3.2	68.8	68.8	2.6	2.6	27.2	27.2	14.1	14.1	19.1	19.1	3.5	3.5	0.6084	0.6084	42.58542	35.987064	42.58542	46.969926573583486	40.371572233983876	46.969926573583486
48113014407	True	31.5	31.5	4.6	4.6	10.1	10.1	15.3	15.3	90.9	90.9	36.1	36.1	6.4	6.4	5.3	5.3	10.2	10.2	8.6	8.6	0.8329	0.8329	36.79509	27.528587	36.79509	39.30284064732578	30.036338266954687	39.30284064732578
48315950100	False	14.3	0.0	28.2	0.0	22.5	0.0	0.8	0.0	25.8	0.0	0.6	0.0	21.8	0.0	1.0	0.0	0.8	0.0	11.1	0.0	0.1637	0.0	16.981739	16.981739	20.087082	17.055572819554314	17.055572819554314	20.16091568454455
48029170800	True	36.6	36.6	8.3	8.3	16.2	16.2	13.9	13.9	96.2	96.2	13.2	13.2	15.8	15.8	15.8	15.8	18.6	18.6	7.0	7.0	0.914	0.914	51.814438	39.17918	51.814438	46.04642697777601	33.41116925682874	46.04642697777601
48201422303	True	21.9	21.9	10.8	10.8	18.2	18.2	3.6	3.6	95.8	95.8	55.2	55.2	25.5	25.5	29.2	29.2	19.9	19.9	0.0	0.0	0.9065	0.9065	49.53405	40.21499	49.53405	41.653667838323486	32.33460655902661	41.653667838323486
48113000410	True	21.3	21.3	18.1	18.1	8.1	8.1	26.5	26.5	77.5	77.5	6.2	6.2	30.9	30.9	6.6	6.6	1.4	1.4	7.5	7.5	0.6904	0.6904	35.75477	26.819395	35.75477	34.34873503517128	25.413361728896867	34.34873503517128
48201451100	False	22.1	0.0	18.7	0.0	7.2	0.0	5.4	0.0	50.5	0.0	18.8	0.0	4.4	0.0	7.4	0.0	5.3	0.0	3.6	0.0	0.4322	0.0	13.737013	13.737013	19.380224	14.350186152053695	14.350186152053695	19.99339751679979
48303000902	True	30.1	30.1	16.6	16.6	22.0	22.0	5.0	5.0	98.4	98.4	1.4	1.4	22.5	22.5	6.2	6.2	24.7	24.7	8.1	8.1	0.9603	0.9603	50.672455	39.4834	50.672455	49.16313169080992	37.974075294325544	49.16313169080992
48491021603	False	19.4	0.0	15.4	0.0	8.7	0.0	3.2	0.0	22.0	0.0	0.0	0.0	8.6	0.0	0.0	0.0	1.0	0.0	3.1	0.0	0.1238	0.0	7.7334576	7.7334576	10.855482	0.787491977573759	0.787491977573759	3.9095165137065715
48439113942	False	33.2	0.0	4.9	0.0	5.7	0.0	1.9	0.0	40.9	0.0	0.0	0.0	0.7	0.0	0.0	0.0	6.1	0.0	5.1	0.0	0.334	0.0	7.890405	7.890405	9.956009	0.43399652022747226	0.43399652022747226	2.4996002532902164
48113018126	True	23.5	23.5	11.3	11.3	8.5	8.5	5.2	5.2	70.2	70.2	5.2	5.2	2.6	2.6	5.4	5.4	4.2	4.2	11.9	11.9	0.6219	0.6219	20.57818	15.656113	20.57818	28.816488503567186	23.89442086135527	28.816488503567186
48215022704	True	25.2	25.2	21.9	21.9	9.2	9.2	12.9	12.9	75.1	75.1	2.6	2.6	10.9	10.9	11.0	11.0	15.2	15.2	7.8	7.8	0.6665	0.6665	34.979588	26.488304	34.979588	40.65886808272881	32.16758466598076	40.65886808272881
48141010502	True	27.0	27.0	19.3	19.3	17.0	17.0	27.8	27.8	95.4	95.4	0.0	0.0	15.5	15.5	14.3	14.3	4.6	4.6	3.6	3.6	0.9006	0.9006	46.647964	33.112843	46.647964	45.59176858650551	32.0566466687809	45.59176858650551
48303001710	False	20.8	0.0	10.1	0.0	17.2	0.0	1.3	0.0	42.4	0.0	27.2	0.0	29.6	0.0	7.0	0.0	11.5	0.0	4.6	0.0	0.3519	0.0	35.446983	35.446983	37.652122	33.71794549843305	33.71794549843305	35.9230846585893
48181001104	False	9.6	0.0	35.9	0.0	26.1	0.0	0.0	0.0	6.3	0.0	3.0	0.0	17.0	0.0	2.5	0.0	0.6	0.0	2.0	0.0	0.0098	0.0	13.168888	13.168888	15.876004	17.206586185166067	17.206586185166067	19.913702312180227
48423001608	True	10.6	10.6	20.4	20.4	17.8	17.8	7.3	7.3	80.2	80.2	2.7	2.7	12.9	12.9	0.0	0.0	0.0	0.0	0.0	0.0	0.7161	0.7161	17.025377	14.935528	17.025377	9.498334255022929	7.408484782977031	9.498334255022929
48055960702	True	19.7	19.7	28.9	28.9	16.1	16.1	4.3	4.3	47.7	47.7	4.9	4.9	21.1	21.1	14.9	14.9	7.4	7.4	0.6	0.6	0.4042	0.4042	29.006844	23.10828	29.006844	41.990275696548764	36.091712311539	41.990275696548764
48201221400	True	30.7	30.7	7.4	7.4	9.4	9.4	37.6	37.6	94.3	94.3	37.9	37.9	26.9	26.9	12.9	12.9	11.7	11.7	2.0	2.0	0.8833	0.8833	51.829647	37.6174	51.829647	48.48402251415848	34.27177657299637	48.48402251415848
48423001806	False	26.0	0.0	18.8	0.0	16.0	0.0	1.5	0.0	28.5	0.0	8.1	0.0	16.6	0.0	5.3	0.0	3.4	0.0	9.4	0.0	0.1933	0.0	18.979532	18.979532	24.650642	10.311302022562813	10.311302022562813	15.982412175761056
48505950303	True	29.8	29.8	14.1	14.1	7.7	7.7	19.8	19.8	100.0	100.0	8.7	8.7	30.0	30.0	2.0	2.0	16.9	16.9	0.0	0.0	0.9892	0.9892	43.703823	28.92916	43.703823	41.873874683747566	27.099210758576664	41.873874683747566
48215024002	False	19.6	0.0	2.5	0.0	12.3	0.0	3.1	0.0	89.3	0.0	16.3	0.0	19.5	0.0	8.1	0.0	10.2	0.0	7.1	0.0	0.8116	0.0	35.138424	35.138424	41.823563	37.9960711581817	37.9960711581817	44.68120986057428
48471790700	False	17.6	0.0	4.8	0.0	4.7	0.0	4.2	0.0	50.6	0.0	33.8	0.0	12.1	0.0	5.0	0.0	12.2	0.0	4.2	0.0	0.4341	0.0	28.263653	28.263653	35.648273	26.453591400579807	26.453591400579807	33.83821206708372
48201350101	True	26.6	26.6	17.8	17.8	26.1	26.1	29.1	29.1	87.0	87.0	0.0	0.0	51.3	51.3	18.6	18.6	0.0	0.0	26.0	26.0	0.784	0.784	51.67865	40.955696	51.67865	53.298388921456514	42.575435125069795	53.298388921456514
48479000903	True	37.9	37.9	8.5	8.5	13.4	13.4	20.3	20.3	100.0	100.0	14.2	14.2	48.1	48.1	9.9	9.9	17.4	17.4	8.1	8.1	0.9892	0.9892	56.344223	44.318146	56.344223	50.50816082387411	38.482083553366294	50.50816082387411
48215024116	False	30.9	0.0	8.5	0.0	6.6	0.0	10.5	0.0	93.5	0.0	10.3	0.0	4.4	0.0	0.0	0.0	18.1	0.0	14.5	0.0	0.8718	0.0	26.22923	26.22923	29.622501	22.031707140041142	22.031707140041142	25.424977632594853
48423001909	False	17.2	0.0	23.1	0.0	14.8	0.0	0.0	0.0	25.7	0.0	33.0	0.0	3.4	0.0	2.7	0.0	2.2	0.0	0.9	0.0	0.1625	0.0	8.571544	8.571544	12.838642	10.697352618616826	10.697352618616826	14.964451045435673
