,EP_UNEMP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_LIMENG,EP_MINRTY,EP_MUNIT,EP_NOVEH,EP_NOINT,RPL_THEME3,treatment,outcome
1049,4.7,14.4,13.0,7.5,2.2,0.4,34.6,20.9,0.0,6.9,0.2582,False,8.424841130758459
1050,6.1,18.8,21.8,20.7,6.6,5.2,29.1,0.1,2.6,9.3,0.1987,True,24.92145550628784
1051,4.8,8.9,27.7,5.2,2.5,18.6,84.6,0.0,3.0,9.8,0.7596,True,19.11378780252877
1052,5.7,15.1,25.8,9.6,7.9,1.1,24.1,21.8,7.6,2.7,0.1453,False,4.836883570021608
1053,2.3,19.6,19.0,22.2,5.3,0.0,22.2,8.2,4.9,5.6,0.1263,False,-3.273558521215385
1054,6.2,9.2,25.2,3.8,3.4,2.5,62.4,0.0,4.5,2.1,0.5492,False,19.40432399391127
1055,1.3,27.8,16.5,13.0,10.8,0.0,17.8,22.1,0.0,0.6,0.0835,False,-3.770928050319476
1056,6.0,10.7,30.0,11.2,11.9,4.3,42.1,5.2,1.5,10.2,0.3481,True,17.99624694758229
1057,5.1,14.2,25.0,14.8,11.5,7.6,56.7,0.4,3.8,30.9,0.4977,True,26.413621082666204
1058,7.8,1.9,39.8,2.7,2.8,16.9,84.5,34.7,9.4,15.5,0.7582,True,46.87313567472567
1059,5.2,5.3,28.4,8.7,11.9,46.2,99.7,61.3,21.6,21.1,0.9857,True,49.912263123012096
1060,0.0,18.5,15.9,18.7,0.0,0.0,32.6,0.0,8.5,0.0,0.2355,False,1.3577453837114373
1061,0.0,0.4,25.1,5.1,0.0,23.2,96.7,82.4,2.3,26.8,0.9261,True,33.591887872614045
1062,4.0,20.0,20.3,15.1,9.9,1.0,27.8,0.0,0.6,10.1,0.1862,False,2.2747848571130067
1063,2.7,0.9,6.5,0.4,2.0,0.6,35.1,92.2,7.8,2.5,0.2643,False,12.534980147788806
1064,2.6,13.1,26.6,5.8,3.1,0.5,31.2,33.4,0.4,0.6,0.219,False,14.018644637547151
1065,5.3,11.3,26.2,12.8,9.9,13.4,61.6,18.9,8.9,20.1,0.5422,True,35.22098151081985
1066,8.7,17.7,26.4,22.5,3.5,5.7,53.0,0.0,6.8,18.9,0.4594,True,22.308314498411537
1067,1.0,12.0,26.6,11.8,6.7,11.3,62.0,0.0,3.2,5.3,0.5457,True,16.54811571477984
1068,15.0,14.3,28.1,19.2,0.8,3.5,55.7,0.7,5.6,30.9,0.4874,True,33.57028869161853
1069,2.8,7.5,24.4,6.4,11.2,14.0,77.5,57.3,8.2,14.9,0.6904,True,25.63326576492067
1070,0.5,10.4,35.7,4.4,7.8,1.0,39.6,13.6,0.7,1.0,0.3188,False,9.83355901340088
1071,2.5,13.7,21.6,24.8,0.0,0.9,8.7,0.0,3.2,11.5,0.018,False,-8.751276918958904
1072,8.5,7.7,7.9,7.7,3.9,0.0,24.3,97.8,5.5,20.4,0.1481,False,36.20382778258313
1073,4.5,10.0,16.8,6.0,6.4,5.1,38.2,0.0,0.0,2.9,0.2994,False,9.021105471505631
1074,2.9,19.8,19.2,14.7,3.6,8.9,58.4,23.3,17.9,23.0,0.513,True,33.71919846179181
1075,1.0,10.6,30.6,4.6,12.3,0.4,38.4,0.0,1.0,9.3,0.302,False,14.026116914984364
1076,6.7,2.8,35.4,9.3,12.6,18.0,94.6,1.9,3.4,23.1,0.8876,True,38.71078837708249
1077,1.0,21.1,23.7,13.8,14.7,1.1,13.6,27.7,4.3,3.2,0.0489,False,13.639193598116773
1078,10.4,5.6,21.3,4.6,12.3,13.7,84.4,60.9,0.0,43.9,0.7567,True,38.9930313468919
1079,5.0,11.1,34.1,9.2,4.7,6.3,47.8,0.9,4.0,7.1,0.4052,True,15.794458100408248
1080,1.0,12.3,26.9,7.7,0.8,1.2,31.8,0.0,3.5,2.0,0.2272,False,7.096101569501724
1081,0.0,7.9,20.5,5.1,12.5,13.1,91.0,12.3,3.2,16.5,0.8341,True,28.2645854408848
1082,2.7,11.5,21.8,6.4,5.6,1.6,58.0,41.8,2.9,4.7,0.5098,False,-1.9257630349102293
1083,0.0,6.3,33.0,15.2,7.1,0.0,31.9,3.8,0.0,1.2,0.2285,False,18.65977379242922
1084,6.7,14.7,28.9,15.9,6.2,1.9,52.7,0.4,5.5,18.3,0.4559,False,39.12892059564161
1085,4.2,4.9,36.9,9.2,17.4,21.5,96.9,0.0,5.0,27.6,0.9284,True,42.01236219080547
1086,5.6,20.4,23.3,13.5,4.9,3.7,57.7,5.3,7.3,13.2,0.5073,True,43.17087427508829
1087,13.8,9.2,26.4,12.6,7.4,0.6,84.6,1.4,3.1,8.2,0.7596,False,27.146224451930145
1088,4.0,16.3,31.9,15.9,4.3,24.2,98.1,0.0,3.1,28.5,0.952,True,45.47641526363323
1089,3.6,16.0,30.5,23.3,8.4,7.8,92.2,10.9,15.2,34.6,0.8522,True,51.498792999945984
1090,11.3,21.6,24.6,16.9,11.2,7.7,75.8,14.7,19.5,4.8,0.672,True,35.92414969221941
1091,3.9,11.2,22.7,11.9,15.6,18.5,67.6,50.5,11.1,10.1,0.5981,True,30.107035042419422
1092,4.8,2.3,32.4,6.7,5.8,43.0,78.3,45.6,26.1,34.1,0.6971,True,51.60466355715529
1093,12.1,7.4,31.6,7.3,0.0,6.5,48.0,0.0,8.5,6.9,0.4077,False,16.942177391003252
1094,2.8,9.5,20.0,15.0,18.5,4.5,27.4,15.2,14.5,13.5,0.1808,True,41.62059761088789
1095,4.7,8.5,28.5,7.9,4.9,0.5,60.4,0.0,2.2,10.6,0.5304,False,14.80812921323216
1096,3.1,15.1,25.6,10.8,6.4,0.0,31.0,0.0,4.8,4.4,0.2163,False,14.20682088334049
1097,1.6,21.8,23.1,11.0,0.4,0.2,22.5,7.4,4.0,10.2,0.1292,False,-2.312003487838899
1098,1.0,1.3,5.1,7.1,6.0,0.0,67.1,71.4,7.9,2.7,0.5936,False,13.705628063538256
1099,3.8,17.5,13.8,9.7,5.2,1.7,51.2,40.7,0.5,4.4,0.441,False,14.088653579985364
1100,12.6,9.7,39.0,12.9,21.4,24.3,99.6,0.0,11.1,23.1,0.9839,True,52.97774974945641
1101,0.0,10.0,27.0,17.7,10.1,10.5,84.0,24.2,12.7,23.8,0.7519,True,43.84893150422743
1102,9.7,7.2,31.1,7.4,15.6,7.2,76.5,14.0,8.0,29.1,0.6787,True,39.48047263870676
1103,7.6,18.1,20.2,15.9,6.5,2.2,42.0,0.0,6.5,34.7,0.3477,True,33.3615265952656
1104,2.7,19.4,23.8,21.1,4.3,0.8,41.8,0.0,3.4,15.6,0.3452,True,23.526493454208964
1105,10.4,1.4,5.5,7.7,3.5,2.4,58.3,66.4,11.4,12.6,0.5123,False,36.79697292654677
1106,1.9,15.4,26.5,5.5,3.8,2.2,23.2,0.0,0.0,0.0,0.1367,False,13.802368786253403
1107,13.6,8.6,38.9,10.9,10.9,11.3,91.5,0.0,5.5,10.0,0.84,True,48.29301158709315
1108,1.1,26.4,23.2,13.5,2.7,3.0,32.6,7.2,5.4,10.1,0.2355,True,16.7251530679638
1109,11.1,6.2,31.8,11.2,18.6,34.4,96.7,39.8,8.8,20.7,0.9261,True,39.19590514619405
1110,6.0,9.3,28.9,12.5,13.3,6.4,96.3,0.0,3.0,19.9,0.916,True,29.62040200175192
1111,1.8,29.8,21.8,19.8,22.1,18.3,83.5,0.0,0.0,47.6,0.7463,True,42.04917921849742
1112,2.7,26.3,19.7,7.7,11.5,2.9,14.2,10.0,2.9,0.3,0.0532,False,15.51616019219725
1113,7.1,13.7,21.2,9.2,8.4,26.0,96.5,34.5,4.4,16.5,0.9209,True,38.771795200812875
1114,3.0,13.2,22.3,12.7,8.8,0.3,40.3,0.0,3.8,4.0,0.3278,False,23.472707243732764
1115,4.1,16.7,28.0,13.4,7.8,2.0,24.7,0.0,5.3,11.4,0.153,False,13.349055444926414
1116,6.5,14.4,22.5,15.1,4.7,1.0,31.2,9.8,1.4,8.6,0.219,False,28.706809973219265
1117,3.3,13.2,22.4,8.6,13.5,2.1,86.2,2.3,1.8,9.4,0.7758,False,18.77118076625493
1118,2.1,7.9,34.8,6.1,2.5,1.6,34.3,0.0,0.6,0.5,0.2541,False,5.081529275764561
1119,7.3,19.4,21.3,8.5,5.9,5.3,46.1,0.0,1.2,14.7,0.3879,True,8.136150620404006
1120,2.8,8.5,20.9,5.5,0.0,3.5,45.2,37.2,4.2,2.1,0.3808,False,14.981116744606284
1121,8.7,5.2,39.6,8.7,22.1,32.8,93.4,1.1,3.7,16.8,0.8703,True,42.837046816449075
1122,7.6,14.7,19.9,11.6,12.3,0.0,7.0,0.0,0.0,17.3,0.012,False,21.44663191500594
1123,2.3,21.4,19.7,9.5,3.9,1.1,30.8,29.0,2.4,2.6,0.2141,False,-2.1668662572026367
1124,2.5,20.4,14.9,38.7,2.1,0.0,87.8,48.7,41.9,14.8,0.7938,False,39.41740095915376
1125,13.7,23.6,18.1,15.8,0.2,0.0,6.0,0.0,0.5,9.4,0.0089,False,10.496754080312996
1126,7.0,12.1,29.3,8.3,2.9,24.3,82.0,0.3,0.0,16.0,0.7303,True,40.61381931017445
1127,1.4,19.9,23.8,7.8,7.4,5.4,53.4,4.3,1.1,4.1,0.4623,True,19.405029233771536
1128,6.4,21.1,16.0,13.1,4.1,0.9,18.8,0.0,0.0,2.6,0.0923,False,-6.673716838785836
1129,11.1,16.7,23.0,12.1,10.7,0.9,45.1,0.3,8.5,18.6,0.3798,True,23.18003326009383
1130,3.9,18.5,22.3,17.4,10.2,14.8,84.8,0.0,3.4,18.9,0.7623,True,39.12816158502085
1131,5.9,20.6,23.7,14.3,7.8,10.4,96.1,4.7,6.0,11.2,0.9118,True,46.55082611285951
1132,6.4,10.1,14.9,15.7,1.8,1.0,49.9,50.3,6.9,9.1,0.4265,False,18.93851454750262
1133,1.8,35.2,20.3,10.1,6.8,0.3,15.7,13.2,2.5,10.7,0.0634,False,5.386803473930683
1134,3.2,21.2,27.8,12.0,0.4,3.5,14.0,0.8,0.0,3.8,0.0517,False,-9.141068764630688
1135,3.1,21.8,20.2,20.4,1.7,1.0,24.4,0.0,6.0,26.4,0.1492,False,10.808266042795337
1136,4.1,5.5,13.2,3.3,7.3,3.9,64.8,82.1,4.7,1.1,0.5742,False,1.618667883102157
1137,8.2,16.3,22.4,15.5,5.5,22.7,97.0,1.9,4.3,14.1,0.9303,True,41.978335361674795
1138,0.7,6.0,33.3,5.9,19.5,21.8,95.9,0.0,0.0,16.1,0.9086,True,26.41213725237651
1139,4.6,16.4,22.3,12.9,7.7,0.0,24.2,5.4,0.3,3.8,0.1471,False,-3.052138353740109
1140,10.0,20.0,29.1,19.8,8.9,1.8,99.7,0.4,12.7,42.2,0.9857,True,56.2201687764895
1141,11.0,4.4,27.2,4.0,48.5,0.6,89.5,66.2,1.9,16.9,0.8154,True,44.372264810691334
1142,6.0,16.4,33.3,11.8,12.1,13.0,54.2,4.8,1.7,15.4,0.4699,True,33.75280558266787
1143,19.9,15.5,23.6,11.1,16.2,5.7,71.3,16.1,10.0,12.4,0.6314,False,29.42932474081785
1144,3.4,17.8,30.3,11.9,10.2,5.3,79.9,0.0,3.0,9.4,0.7131,True,16.915967972244673
1145,9.0,7.1,32.0,6.1,9.6,27.7,93.0,27.4,12.6,20.5,0.8648,True,38.34376791314744
1146,1.6,16.3,25.2,13.0,5.6,1.5,19.7,0.7,3.8,19.1,0.1006,False,16.892530784325377
1147,1.5,3.9,3.0,3.3,0.6,0.0,36.0,87.7,0.0,3.2,0.2735,False,16.401719591852945
1148,2.6,14.1,37.1,9.6,22.1,8.6,84.7,13.0,11.9,20.6,0.7608,True,38.29914037136339
1149,5.8,11.3,14.1,6.1,6.7,10.2,83.0,18.7,7.5,7.6,0.7411,True,26.183094486558797
1150,6.7,20.2,19.8,9.3,6.5,3.8,70.4,4.2,1.3,2.7,0.6238,False,7.032087895698729
1151,1.2,14.0,30.8,18.2,16.1,4.2,92.0,17.0,11.8,12.8,0.848,True,49.43681713343111
1152,3.2,13.8,28.0,10.6,5.3,1.0,20.7,0.0,0.8,3.1,0.1107,False,4.71454047678848
1153,10.0,20.4,11.1,33.4,10.1,0.9,87.4,2.0,28.5,35.5,0.7883,True,60.41915467459669
1154,10.7,5.6,29.3,11.3,14.4,10.7,70.5,31.0,2.9,21.3,0.625,True,29.673755624006905
1155,10.1,16.1,21.4,10.0,5.8,3.1,46.4,32.4,5.1,14.9,0.3909,True,23.21467034681229
1156,4.3,5.9,35.4,8.4,9.1,3.3,79.8,18.6,0.0,3.7,0.7122,False,21.546963313502047
1157,0.5,3.6,35.4,7.7,15.6,17.8,92.2,38.3,4.0,24.8,0.8522,True,35.57160127620156
1158,8.9,8.2,39.5,12.3,19.6,7.2,77.6,9.6,12.7,13.3,0.691,True,53.41730172958965
1159,7.4,24.1,24.2,12.7,4.4,3.1,20.1,0.0,1.2,18.4,0.1046,False,13.271100720520607
1160,4.6,9.6,20.2,9.2,12.6,12.4,69.0,54.7,7.5,11.3,0.6103,True,22.563180722461233
1161,0.0,6.5,22.2,4.8,2.5,1.1,87.3,72.6,13.6,5.6,0.7865,False,4.636827645837034
1162,2.2,8.8,30.2,8.9,2.0,5.9,37.5,0.5,1.5,6.2,0.2915,False,11.044592589242772
1163,22.2,0.4,34.6,6.3,17.1,2.8,98.3,50.8,16.1,7.1,0.9572,False,41.970827172698925
1164,9.1,17.5,28.2,20.5,22.9,1.4,27.6,1.5,6.4,18.8,0.1831,False,33.660633723826656
1165,13.9,12.2,24.7,7.5,10.4,11.3,83.5,0.6,6.7,13.5,0.7463,True,23.42628877887681
1166,10.6,13.5,23.7,7.8,0.0,3.0,63.0,0.0,0.0,14.1,0.5559,True,24.092654257783824
1167,17.9,0.0,32.1,5.9,2.8,0.6,37.7,2.2,2.0,10.0,0.2937,False,26.771881857894627
1168,8.6,7.1,25.6,6.7,2.1,5.8,94.8,10.4,1.2,1.5,0.8912,False,22.902551039806493
1169,8.0,18.7,20.7,18.2,3.3,1.5,50.7,11.2,4.6,14.0,0.435,False,20.206943972054084
1170,4.0,20.2,21.6,13.2,4.1,3.0,38.7,1.2,1.5,3.7,0.3059,False,11.196109567771463
1171,13.6,5.6,33.2,5.1,8.5,20.6,93.7,0.0,0.6,7.8,0.875,True,30.64833978044024
1172,8.7,11.8,30.8,15.1,8.8,4.7,47.2,0.7,1.1,12.8,0.3987,True,31.788061412119845
1173,4.1,8.8,21.3,14.5,4.2,5.5,78.3,1.6,4.4,13.0,0.6971,True,18.70043103637561
1174,5.1,13.4,35.8,12.9,12.5,4.0,42.3,5.8,2.4,4.6,0.3508,True,19.80779061303531
1175,2.9,2.2,13.9,7.3,6.5,0.7,38.5,75.4,4.3,0.0,0.3034,False,11.16367256208377
1176,7.1,14.9,25.3,8.4,3.3,2.0,56.4,3.0,0.1,2.2,0.4947,False,10.631876774858505
1177,4.9,26.1,14.1,19.8,8.3,3.2,75.2,19.1,14.7,19.4,0.6676,True,32.74518751767088
1178,16.4,4.5,31.9,13.4,29.0,1.4,98.1,40.0,16.7,29.6,0.952,True,46.439715420716624
1179,5.3,9.3,30.3,11.4,9.3,9.8,62.0,36.6,8.0,11.1,0.5457,False,33.02682191683717
1180,0.0,12.2,31.5,17.1,0.0,11.3,94.5,4.0,7.4,9.6,0.8855,True,47.95101333775413
1181,0.8,25.4,22.7,12.5,1.1,0.0,20.0,0.0,3.4,30.4,0.1032,False,8.267577766339786
1182,4.8,7.5,24.4,13.2,9.6,4.2,93.0,31.3,10.8,7.0,0.8648,False,27.927873483902037
1183,10.7,11.0,18.0,18.4,8.9,1.3,35.8,31.3,19.3,8.3,0.2707,False,26.372075815058754
1184,1.5,5.0,32.8,3.3,16.1,1.6,51.1,21.5,0.6,5.1,0.4401,False,6.0743216470193895
1185,0.0,7.3,27.6,10.9,6.4,6.0,95.3,0.0,0.0,22.6,0.8992,False,11.72092532761566
1186,3.6,12.1,8.7,9.1,4.0,1.9,38.5,25.2,5.2,15.0,0.3034,True,29.979947244258245
1187,1.0,9.1,8.2,9.2,0.0,0.0,2.3,0.0,0.0,8.6,0.002,False,1.1597863953978376
1188,1.8,8.4,36.3,13.1,7.9,4.2,82.1,12.5,10.6,12.7,0.7319,True,51.99434514767996
1189,3.8,6.1,36.1,4.1,12.7,0.0,49.1,17.5,0.0,0.4,0.4195,False,25.91844089740892
1190,1.3,14.4,36.5,6.5,0.0,0.4,7.1,0.9,1.4,0.2,0.0126,False,6.04729796408459
1191,1.4,17.9,23.1,13.3,8.5,16.3,80.5,5.3,17.4,10.5,0.7189,True,25.78498951655442
1192,4.1,22.9,20.9,21.3,7.7,0.0,29.2,0.7,7.9,20.8,0.1995,False,22.329607743777405
1193,2.1,9.5,18.7,7.1,3.1,7.2,44.5,26.0,0.7,6.3,0.3728,False,27.818008173719154
1194,0.8,13.7,28.9,3.8,8.4,0.1,11.5,0.0,0.6,0.7,0.0324,False,7.585826670753997
1195,30.6,19.8,26.2,33.8,23.5,9.5,76.5,49.5,29.5,17.8,0.6787,True,45.41628662715753
1196,3.0,13.3,26.8,12.7,5.1,13.7,82.5,2.4,2.8,10.0,0.7358,True,37.08438391400386
1197,3.7,6.8,34.6,7.3,1.5,0.0,50.0,0.0,0.0,1.2,0.4276,False,-4.008674731155198
1198,7.9,9.0,34.2,8.9,27.0,1.8,83.2,12.8,7.8,14.8,0.7428,True,41.7441199775958
1199,6.6,9.9,23.8,11.5,9.2,9.2,67.6,0.0,6.8,3.4,0.5981,True,9.22741710702336
1200,8.3,17.7,23.3,13.9,7.1,7.1,49.5,0.4,18.4,23.6,0.4226,False,32.551676299663214
1201,0.8,8.0,35.5,13.2,2.3,0.6,47.2,8.0,4.4,0.9,0.3987,False,10.134821112854535
1202,3.4,13.5,26.9,9.2,9.4,11.9,64.0,0.0,3.8,24.7,0.5653,True,26.489705661146488
1203,5.3,17.8,20.3,13.1,5.4,4.7,31.2,4.5,0.0,20.2,0.219,False,13.298136275736264
1204,10.8,25.2,18.5,18.6,0.0,0.6,16.3,0.0,0.0,27.2,0.0685,True,22.306343463205778
1205,8.3,16.3,28.6,17.4,16.2,0.5,82.4,0.0,4.3,14.7,0.7344,False,25.20232767284255
1206,1.0,5.7,27.9,9.2,14.2,9.0,84.0,0.0,3.5,3.7,0.7519,False,13.653021285227467
1207,3.6,20.5,27.1,15.3,2.1,0.2,26.3,0.0,3.4,9.1,0.1684,True,26.76116600405103
1208,2.8,4.5,32.5,2.6,27.0,0.0,92.5,13.5,0.0,4.3,0.8566,False,25.166054401291554
1209,7.9,18.9,25.6,14.2,1.6,0.0,19.4,0.0,1.6,16.5,0.0981,False,20.36091392738708
1210,4.3,14.1,27.0,6.1,11.1,11.8,82.2,6.1,1.5,21.7,0.7326,True,32.186841628204405
1211,2.2,5.0,23.5,8.6,8.0,10.3,79.5,42.9,9.6,15.7,0.7093,False,29.44328945962046
1212,5.1,13.0,24.6,14.9,4.9,0.2,31.9,0.0,0.0,0.6,0.2285,False,19.976991579672703
1213,5.0,20.3,26.0,27.5,7.1,19.2,96.8,8.9,11.3,27.4,0.9274,True,44.424192167627474
1214,3.4,23.0,25.4,24.3,4.7,5.3,97.4,0.0,8.9,22.2,0.9378,True,51.2585253052556
1215,2.9,11.4,24.7,16.2,2.3,5.5,37.6,0.0,0.0,19.9,0.2925,True,18.737984667135024
1216,11.6,18.6,21.9,26.7,6.4,0.1,28.0,10.1,5.4,17.0,0.1879,True,27.2796746983364
1217,4.5,10.1,31.8,11.9,9.3,1.0,31.4,13.4,3.8,12.3,0.2225,False,23.631131639788027
1218,1.7,9.3,35.5,10.5,23.1,6.6,70.9,0.5,1.0,0.0,0.6275,False,12.204617870810669
1219,8.1,21.4,28.4,22.4,9.1,1.1,34.4,0.8,9.7,20.6,0.256,True,27.192079893636382
1220,0.0,6.9,33.1,5.7,14.1,32.6,91.0,0.0,9.6,42.2,0.8341,True,44.344839159261454
1221,2.8,6.0,33.4,10.9,4.2,15.3,74.8,11.9,3.9,13.4,0.6644,True,30.81753981351202
1222,5.4,2.0,25.2,3.2,11.0,32.0,88.8,48.4,9.3,18.3,0.8071,True,40.77631606366213
1223,3.2,21.5,20.6,16.9,1.3,3.8,31.2,0.0,1.9,26.1,0.219,False,17.153714744539883
1224,3.1,7.5,35.6,6.9,14.2,26.4,82.4,36.9,3.7,22.2,0.7344,True,49.33234156269086
1225,6.5,14.2,24.2,14.0,14.7,2.5,41.3,2.9,4.2,22.1,0.3386,True,90.86370991194885
1226,3.5,11.2,33.1,7.3,2.7,1.9,39.4,0.0,0.0,2.2,0.3156,False,8.573468668925257
1227,2.6,14.0,26.6,6.5,1.4,0.5,28.4,0.0,0.7,0.8,0.1929,False,30.669318458548453
1228,7.0,10.1,25.2,19.5,7.3,0.3,42.3,4.8,10.3,23.9,0.3508,True,39.02099598946432
1229,2.6,8.0,21.8,9.9,7.1,16.4,64.2,50.4,12.3,19.1,0.5664,True,29.422009543328556
1230,7.6,29.4,20.8,19.9,2.8,2.2,30.1,0.0,4.7,38.1,0.2081,False,19.838107929181135
1231,5.4,18.9,26.6,11.7,7.8,4.5,60.3,0.0,0.4,5.2,0.5292,True,3.9540062265668254
1232,4.8,13.9,29.9,19.1,15.6,2.7,91.5,3.0,12.1,18.6,0.84,True,53.75928088935541
1233,13.0,12.8,30.3,12.3,8.5,8.2,92.2,0.0,7.8,11.8,0.8522,True,36.287413384081454
1234,7.7,10.1,34.1,17.1,21.4,4.6,72.9,28.0,5.3,5.7,0.6454,False,28.62237543690509
1235,10.4,16.5,30.2,16.2,14.7,8.6,76.0,0.5,11.1,18.4,0.6741,True,28.719140147817868
1236,6.7,12.6,19.3,9.8,3.9,14.7,61.5,0.0,2.4,16.5,0.5415,True,43.75231062224728
1237,4.4,11.9,16.4,5.7,3.5,24.4,64.6,50.8,3.8,14.3,0.572,True,23.62419092114569
1238,7.9,20.8,22.2,15.7,5.7,1.5,25.7,0.7,5.7,19.5,0.1625,True,27.642647260189875
1239,0.0,14.0,29.3,10.3,2.8,2.0,37.1,0.0,0.0,14.3,0.2864,True,22.765165239119057
1240,2.0,10.7,27.3,8.4,3.8,9.9,93.5,4.3,1.9,2.8,0.8718,False,8.890170600036559
1241,0.0,23.7,22.2,5.5,0.4,3.5,27.0,9.2,0.0,4.3,0.1757,False,18.52492630164943
1242,7.8,11.0,18.2,5.0,7.6,10.3,85.4,26.2,0.0,8.6,0.7666,True,11.943025445871928
1243,10.5,18.4,20.6,20.1,18.0,0.7,34.3,0.5,2.9,12.9,0.2541,True,29.16711118560208
1244,1.0,29.1,11.5,21.4,8.0,3.5,41.7,0.2,5.0,17.0,0.344,False,13.045392466765971
1245,3.8,12.6,23.3,12.1,7.5,7.0,81.3,0.4,2.6,17.9,0.7247,True,11.138782342643925
1246,4.4,0.8,39.0,4.4,18.8,16.0,100.0,0.0,0.0,64.7,0.9892,True,38.18277067885398
1247,6.3,10.5,27.0,11.2,9.3,3.9,87.8,11.4,6.1,14.6,0.7938,True,23.91519533750698
1248,0.8,15.1,29.3,10.7,2.0,0.8,40.5,7.6,15.0,7.2,0.3296,False,15.20845357036712
1249,1.4,18.9,19.5,16.7,6.6,0.4,14.1,0.0,1.7,15.9,0.0526,False,13.16518378331606
1250,2.5,15.9,25.9,12.1,6.7,0.6,29.7,3.1,2.0,5.7,0.204,False,16.026637737647288
1251,1.5,11.3,23.8,7.6,17.1,4.6,58.5,16.9,15.9,1.3,0.514,False,21.48277272867947
1252,0.0,35.0,5.4,6.6,0.0,0.0,35.3,66.5,2.0,10.4,0.2659,False,-2.185024945331824
1253,4.5,24.4,22.2,28.3,10.1,2.3,33.3,1.9,9.3,16.3,0.2439,False,23.310126010200737
1254,5.2,22.3,24.9,13.9,8.2,0.0,15.9,0.0,2.5,1.8,0.0648,False,11.930878196902077
1255,7.0,3.6,29.6,3.8,14.4,15.7,89.5,78.3,4.5,25.0,0.8154,True,38.95908583809895
1256,2.0,21.3,18.2,6.3,6.8,0.3,27.7,1.0,1.5,2.2,0.1844,False,1.3553461097049275
1257,19.3,4.6,14.6,9.9,9.1,14.4,86.1,65.7,26.2,18.0,0.7745,True,47.388167694423885
1258,4.8,19.3,20.4,18.5,0.6,1.3,26.0,0.0,2.0,15.0,0.1656,False,17.50007365932281
1259,3.1,6.8,18.7,2.8,6.2,2.0,57.2,32.0,0.0,1.9,0.5015,False,3.0824312422640814
1260,3.3,9.5,29.6,10.4,5.9,0.3,22.7,6.0,0.8,23.3,0.1314,False,2.3331221303032184
1261,3.1,2.0,31.4,15.9,27.1,10.6,96.0,65.1,12.7,5.7,0.9103,False,38.87567723732969
1262,8.7,5.0,32.1,8.9,12.0,3.7,64.3,0.0,0.0,1.4,0.5682,False,0.2570461331342439
1263,7.4,18.6,26.6,14.4,15.9,5.2,38.4,10.1,4.1,11.6,0.302,True,23.291545905987515
1264,5.0,10.0,36.1,8.0,14.7,1.6,32.7,0.0,1.3,5.3,0.2366,False,17.058205758816264
1265,1.4,7.2,18.6,8.0,7.5,9.6,43.7,24.9,4.6,16.4,0.3643,False,27.62914949242911
1266,7.3,4.9,26.1,4.1,12.2,18.5,95.6,43.4,21.2,21.1,0.903,True,42.67595433605487
1267,5.1,14.8,29.9,10.6,11.4,6.4,70.4,1.5,16.6,19.7,0.6238,True,47.786961579361346
1268,5.7,17.4,30.9,21.7,9.0,0.7,44.5,3.0,4.4,9.1,0.3728,False,16.159620144742803
1269,0.8,24.4,20.3,24.6,0.9,0.0,8.1,0.0,5.2,16.9,0.0149,True,36.15363130305268
1270,9.4,7.5,36.3,12.1,19.8,6.8,91.2,18.2,9.4,17.7,0.8367,True,37.35842106715012
1271,2.1,10.3,27.1,6.7,12.8,11.4,76.4,19.0,1.1,4.3,0.6777,True,22.2144517972714
1272,3.4,16.0,28.5,4.5,1.6,1.0,22.2,0.0,0.0,0.4,0.1263,False,5.436584207195628
1273,2.6,10.7,23.9,8.8,6.1,1.5,20.1,1.4,7.3,8.1,0.1046,False,29.174574574459054
1274,20.3,6.9,33.7,15.2,11.3,10.0,66.8,6.9,7.4,7.9,0.5911,True,44.63082924504353
1275,1.5,32.4,13.7,24.3,2.9,0.7,44.5,29.2,21.6,12.5,0.3728,False,27.93962292495259
1276,0.0,32.4,17.5,18.2,5.2,2.3,39.7,1.4,3.7,26.5,0.3199,False,23.23610250512827
1277,10.0,7.1,26.3,8.2,1.3,0.4,28.5,0.0,1.7,0.0,0.1933,False,13.087657998516828
1278,5.1,15.0,22.3,10.3,5.1,18.0,73.3,24.4,1.7,9.1,0.6488,True,27.106196644276956
1279,1.0,19.8,24.9,12.5,2.7,1.2,15.4,0.0,3.0,18.4,0.0615,True,18.703447452887257
1280,6.3,9.5,18.6,7.2,6.2,0.3,84.5,0.9,8.5,7.6,0.7582,False,17.905242248767248
1281,7.5,13.6,26.4,17.5,16.8,7.4,60.3,6.5,6.3,5.4,0.5292,True,32.49473611439077
1282,3.3,14.6,14.5,11.2,1.1,3.0,35.0,3.2,0.5,8.3,0.2626,False,-2.695019247009343
1283,1.8,17.7,23.1,19.0,5.4,1.3,20.9,0.0,1.4,20.1,0.1116,False,14.369091181306722
1284,1.8,16.5,25.7,12.1,14.4,3.9,39.8,22.7,3.5,8.6,0.3218,False,22.346577056376272
1285,8.1,8.2,25.4,8.5,20.3,1.1,59.8,19.3,2.8,4.9,0.5244,False,19.15333155412351
1286,8.4,18.9,30.0,15.0,8.8,16.1,88.4,0.5,5.2,29.6,0.8024,True,38.42750615242942
1287,1.0,8.2,30.8,7.2,8.8,1.4,25.9,0.0,1.1,5.0,0.1644,True,17.940224189244955
